publishedAt,title,description,thumbnailurl
2020-03-15T15:00:07Z,Tasty Producers Swap Their Favorite Snacks • Alvin &amp; Chris • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/SkQp8gkz-ic/default.jpg
2020-04-26T15:00:32Z,Recipe Exchange Student // Can My Friend Follow This Recipe In Japanese? • Tasty,Can Gadiel follow this recipe in Japanese? Follow Rie on Instagram: https://www.instagram.com/thedessertsnob/ Follow Gadiel on Instagram: ...,https://i.ytimg.com/vi/qWm_gzheI6M/default.jpg
2020-12-27T18:00:14Z,I Attempted The Cake Head Challenge From The Great British Bake Off • Tasty,"""I think my career is over..."" Special thanks to Laura Hoang! https://www.instagram.com/largwa/ Subscribe to Tasty: https://bzfd.it/2ri82Z1 Tasty Tasty The official ...",https://i.ytimg.com/vi/_OXWVUsHhjY/default.jpg
2018-02-03T20:00:56Z,6 Easy Gourmet Date Nights,Valentine's Day is almost here! Here is what you'll need! https://tasty.co/compilation/6-easy-gourmet-date-nights Reserve the One Top: http://bit.ly/2v0iast Check ...,https://i.ytimg.com/vi/fnWWh1Q8-RE/default.jpg
2019-12-01T02:00:00Z,Hearty Casseroles To Prep On Sunday • Tasty,Hearty casseroles to meal prep for the week and set yourself up for success. Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/FYv4kmxjSD8/default.jpg
2019-04-22T22:00:00Z,Homemade Condiments Better Than Your Favorite Store-Bought Version • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/az_xIazaGNk/default.jpg
2020-04-21T16:00:25Z,How To Make Sourdough For Beginners • Tasty,"New to bread making or still need a little help? Here's an easy, beginner rundown on how to make the perfect sourdough bread! We're mindful of how the current ...",https://i.ytimg.com/vi/rkoLmraD79A/default.jpg
2019-02-19T20:00:07Z,Easy And Impressive Chicken Dinners Anyone Can Make • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/mvSNjWDQCAE/default.jpg
2020-07-25T17:00:02Z,How To Make Bubble Tea • Tasty,"Jasmine shows us how to make bubble tea! We hope you love the products we recommend! Just so you know, BuzzFeed may collect a share of sales from the ...",https://i.ytimg.com/vi/8F3SXrJUsAc/default.jpg
2018-07-18T19:00:08Z,Sheet Pan Party Quesadilla 4 Ways,,https://i.ytimg.com/vi/mNeooK6uJ2w/default.jpg
2019-07-07T22:00:00Z,7 Easy Snack Recipes For Every Mood • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/DDXN_ehODds/default.jpg
2018-11-13T23:00:02Z,How To Host A Vegan Thanksgiving,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/70482 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/fJOKUQqvUCQ/default.jpg
2018-03-25T22:00:45Z,6 Crispy Snacks To Make For Friends,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/50822 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/BSZV341M1E4/default.jpg
2019-12-11T23:00:20Z,Three-Course New Year&#39;s Dinner Party Under 45 Minutes • Tasty,Spend more time with your guests and less in the kitchen with these three-course New Year's dinner party recipes you can make in under 45 minutes. Shop the ...,https://i.ytimg.com/vi/pemg9kUgBoQ/default.jpg
2019-12-19T17:00:28Z,I Tried To Host A Cocktail Party For 15 People For $40 • Tasty,Would you be able to host a cocktail party for 15 people with only $40? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/wlvRE1Tb2BA/default.jpg
2019-11-20T17:00:09Z,Can This Salvadoran Follow A Recipe in A Different Language? • Tasty,Can Curly make this dish with Rie's instructions when they're in a different language? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to ...,https://i.ytimg.com/vi/IUHYj96sNeI/default.jpg
2019-11-23T16:00:08Z,I Tried To Re-Create This Watermelon Ham • Eating Your Feed • Tasty,It can't be done!” Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 Follow Rie: ...,https://i.ytimg.com/vi/pOhQn-lkQIU/default.jpg
2018-06-05T22:00:19Z,5 Edible Kitchen Utensils,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58276.,https://i.ytimg.com/vi/LOis7WbWOyE/default.jpg
2019-10-29T16:00:00Z,5 Min vs. 50 Min vs. 5 Hour Pasta (ft. Binging With Babish) • Tasty,"Andrew Rea, the creator of Binging With Babish, demonstrates 3 wonderful pasta recipes for 3 different occasions. Check out the Binging With Babish Cookbook ...",https://i.ytimg.com/vi/6vebbDZxoKE/default.jpg
2018-01-23T23:00:24Z,Low-Carb Stuffed Cauliflower,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/44327 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/ZvP_AaJO_0U/default.jpg
2019-11-07T23:00:03Z,Four Cookie Hacks To Try This Holiday Season • Tasty,Have your cookies be the talk of the town this holiday season with these four cookie hacks Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube ...,https://i.ytimg.com/vi/NUSdbuZJ9cE/default.jpg
2018-04-08T15:00:40Z,How To Cook Perfect Potatoes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/47656 MUSIC Licensed via Audio Network Unhurried ...,https://i.ytimg.com/vi/BWYA0CYJV74/default.jpg
2017-06-02T22:00:22Z,Chili Cheese Dog Boats,Make a bunch of chili dogs at once without the mess! Here is what you'll need! Chili Cheese Dog Boats Servings: 8 INGREDIENTS 1 8-pack of hot dog buns ¼ ...,https://i.ytimg.com/vi/IsV3IEWsfk8/default.jpg
2018-05-30T01:00:15Z,Movie Night Snacks • Tasty,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/40825 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/X9TQZ4zrG9A/default.jpg
2020-11-23T18:00:07Z,Can This Private Chef Make A Thanksgiving Meal For 6 For $30 • Tasty,"Tasty Tasty The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/epEX0UCSGtQ/default.jpg
2020-10-08T15:00:01Z,Breyers® Ice Cream Tea Party // Presented By Breyers®,You've never had a tea party this delicious before! Get the recipes for these chocolate finger sandwiches and edible teacups with Breyers®!,https://i.ytimg.com/vi/67Y45a7E1wI/default.jpg
2017-06-04T16:00:34Z,Buttermilk-Fried Chicken Sandwich,Here is what you'll need! BUTTERMILK-FRIED CHICKEN SANDWICH Servings: 8 INGREDIENTS Buttermilk Marinade 2 cups buttermilk 1 teaspoon salt 1 ...,https://i.ytimg.com/vi/gGnkF1_vHV0/default.jpg
2020-01-26T20:00:09Z,Five Hearty Breakfasts You Can Meal Prep On Sunday • Tasty,"No need to worry about breakfast this week, we've got you covered! You'll be prepped and ready to crush the week. Shop the NEW Tasty Merch: ...",https://i.ytimg.com/vi/wM_LIp2np4k/default.jpg
2019-03-07T17:00:01Z,Hot Dogs Across America • Tasty,Make it a party with hot dogs across America! Top off your hot dogs with condiments by McCormick. Recipe: https://tasty.co/recipe/hot-dogs-across-america ...,https://i.ytimg.com/vi/2SUn5bmesEg/default.jpg
2019-03-07T17:00:01Z,Hot Dogs Across America • Tasty,Make it a party with hot dogs across America! Top off your hot dogs with condiments by McCormick. Recipe: https://tasty.co/recipe/hot-dogs-across-america ...,https://i.ytimg.com/vi/2SUn5bmesEg/default.jpg
2018-10-09T16:00:09Z,Fall Flavored Fruit Rollers,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/68110 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/oOJHLXXCL9A/default.jpg
2019-06-21T01:00:05Z,Creamy Mushroom Toasts • Tasty,This creamy mushroom toast is one of the easiest and most satisfying things you can make. Made with McCormick - the official spice of Tasty! Get the recipe ...,https://i.ytimg.com/vi/fmlU0mqcHU8/default.jpg
2019-08-01T19:00:00Z,5 Marshmallow Recipes That Will Melt In Your Mouth • Tasty,"Check out these 5 Marshmallow Recipes! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's ...",https://i.ytimg.com/vi/8RZ-UUT_ubE/default.jpg
2020-06-11T20:00:01Z,I Made Grilled Cheese Sandwiches Using 11 Hacks In A Row • Tasty,"""It looks...really greasy?"" Follow Alvin on Instagram: http://instagram.com/alvinzhoupwns/ To check out classic Tasty recipes on our NEW @Tasty Recipes ...",https://i.ytimg.com/vi/0AbOS_v6_T4/default.jpg
2019-08-29T16:00:01Z,Ice-Cream Cake Bombe • Tasty,"No need to choose between chocolate, vanilla, and strawberry — this ice cream cake bomb has them all! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: ...",https://i.ytimg.com/vi/0GkB2lYAHjw/default.jpg
2018-09-11T19:00:04Z,Chix Parm Stuffed Bell Peppers,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/65983 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/xQ9IhRhWfCA/default.jpg
2019-10-24T16:00:01Z,I Learned How To Roll Ice Cream Like A Pro • Tasty,Jasmine learns how to roll ice cream like a pro! Special thanks to: https://www.holyroly.com/ Follow Holy Roly on Instagram: @holyrolyicecream Follow Holy Roly ...,https://i.ytimg.com/vi/1xlsVjKiIgg/default.jpg
2018-06-19T22:00:48Z,Filipino-Style Pork Stir-Fried Noodles (Lechon Pancit) By Jeepney,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58626 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/LKOb1s9nRwU/default.jpg
2019-03-14T16:00:04Z,Which Celebrity Has The Best Wings Recipe? • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/tqOKdThEJq4/default.jpg
2020-10-02T17:00:07Z,Katie&#39;s First Viral Tasty Video • Tasty,Katie Aubin (@oldladiekatie) shares her first viral Tasty video! We're mindful of how the current coronavirus outbreak might be affecting your access to stores ...,https://i.ytimg.com/vi/XoZDVLZl9D8/default.jpg
2017-01-15T22:00:03Z,3-Course Shrimp Scampi Dinner,Here is what you'll need! 3-Course Shrimp Scampi Dinner Bacon-Wrapped Green Bean Bundles Servings: 2 INGREDIENTS 20 green beans 2 slices bacon 1 ...,https://i.ytimg.com/vi/lFcs__Yycfs/default.jpg
2019-11-23T23:00:01Z,Gravy-Stuffed Cheddar Biscuit Bombs • Tasty,When you bite down into these buttery cheddar biscuits you're met with a beautifully rich gravy surprise! Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/602j_9MaqjU/default.jpg
2018-07-31T01:00:32Z,How Korean Fried Chicken Is Made,www.pelicanausa.com instagram: https://www.instagram.com/pelicanachicken/ twitter: https://twitter.com/Pelicanachickens Pelicana Chicken — 4708 Greenpoint ...,https://i.ytimg.com/vi/MP6FWizMJDQ/default.jpg
2019-09-22T22:00:06Z,Tasty&#39;s 5 Classic Chocolate Desserts •Tasty,Try all five of these classic chocolate desserts! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About ...,https://i.ytimg.com/vi/Umu5eJYmy0Q/default.jpg
2019-09-22T22:00:06Z,Tasty&#39;s 5 Classic Chocolate Desserts •Tasty,Try all five of these classic chocolate desserts! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About ...,https://i.ytimg.com/vi/Umu5eJYmy0Q/default.jpg
2020-08-06T17:00:22Z,"Alvin&#39;s Crispy Chicken Thighs and Caprese Bread Salad // Presented by Tasty and Ajinomoto Co., Inc.","What's Alvin's secret ingredient for his crispy chicken and Caprese bread salad? MSG! Thanks to Ajinomoto, it couldn't be easier to achieve flavorful meals at ...",https://i.ytimg.com/vi/hoseYsT9ldQ/default.jpg
2018-02-12T02:00:25Z,The Best Ever Vegan Burger #VeganWeek,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/46410 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/dGshIYh72nw/default.jpg
2019-10-11T15:00:05Z,I Tried To Make A 700-Year-Old Lasagna Recipe • Tasty,"Ah, lasagna. It's tasty, it's filling… it's dense. Why is it like this? Has it always been so dense?” Hannah Hart explores the 700-year-old origins of lasagna. Follow ...",https://i.ytimg.com/vi/QG0apoCUFUE/default.jpg
2019-11-26T23:00:04Z,Maple Bacon Mashed Potatoes  • Tasty,"A quick and easy spin on a traditional side dish, these mashed potatoes are made with pure maple syrup and topped with crispy bacon bits to make for an ...",https://i.ytimg.com/vi/JaiG7ko_f9w/default.jpg
2020-01-31T02:00:00Z,5 Heart Warming Stew Recipes • Tasty,Heart-warming and cozy bowls of stew to keep you warm this wintertime. Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/a-hmAIJJfs8/default.jpg
2017-10-13T19:00:47Z,6 Delicious Recipes for Curry Night,Here is what you'll need! Homemade Chicken Tikka Masala https://tasty.co/recipe/homemade-chicken-tikka-masala Butter Chicken Mac 'n' Cheese ...,https://i.ytimg.com/vi/j2OqUdNJEBY/default.jpg
2019-11-27T23:00:01Z,Rosé Macarons For Your Next Girl&#39;s Night • Tasty,"Fruity, boozy, and bougie, these bright pink macarons are infused with a fresh strawberry and rosé wine reduction and topped with edible glitter. Perfect for any ...",https://i.ytimg.com/vi/0AfgVm03fuM/default.jpg
2019-10-21T19:00:01Z,7 Healthy Smoothie Recipes For The Week • Tasty,Harness the power of fruits and veggies with these healthy smoothie recipes! 🥝 Recipes: https://tasty.co/compilation/7-healthy-smoothie-recipes-for-the-week ...,https://i.ytimg.com/vi/JXVTbhv-V4g/default.jpg
2018-04-24T22:00:57Z,How To Be A Better Baker,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/52985 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/139EVHdwZGI/default.jpg
2018-04-24T22:00:57Z,How To Be A Better Baker,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/52985 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/139EVHdwZGI/default.jpg
2019-12-24T23:00:01Z,Eggnog Recipes To Make This Christmas • Tasty,Sip on some eggnog this holiday season with the help of these festive recipes! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/8q2m6PVcUUo/default.jpg
2019-03-19T19:00:07Z,Homemade Corned Beef And How To Use It • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/nU9gKILni4Y/default.jpg
2020-01-13T17:00:07Z,Can We Make More Hallacas Than A Professional Chef? Ft. Kali Uchis • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/MYGzpw25iyU/default.jpg
2018-11-27T20:00:02Z,4 New Ways To Make Pizzas,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71600 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/N7BDeVynDqg/default.jpg
2018-06-09T01:00:26Z,5 Protein-Packed Salads,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/58799 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/fqgMGGJf3zE/default.jpg
2018-11-20T20:00:03Z,5 Sides For Your Next Dinner Party,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71598 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/jf64ckpodq4/default.jpg
2019-07-17T01:00:02Z,Chickpea Cauliflower Burger • Tasty,Make this vegetarian burger on meatless Monday! Made with Frank's Hot Sauce - an official partner of Tasty!,https://i.ytimg.com/vi/wo8rMOTXyF4/default.jpg
2017-09-14T16:00:09Z,Piña Colada In A Pineapple,Piña Colada in a Pineapple Servings: 4 INGREDIENTS 1 pineapple 1 cup coconut cream ¼ cup coconut milk 1 cup white rum 3 cups ice Juice of 1 lime Special ...,https://i.ytimg.com/vi/uoLucdaawcA/default.jpg
2019-09-25T19:00:00Z,Race Against The Clock: The Cheesecake Factory Edition • Tasty,"Rie and Alix try to make a dish from The Cheesecake Factory before DoorDash delivers it. Can they do it? Presented by Tasty, The Cheesecake Factory, ...",https://i.ytimg.com/vi/A-fuv_RMF5Q/default.jpg
2019-09-25T19:00:00Z,Race Against The Clock: The Cheesecake Factory Edition • Tasty,"Rie and Alix try to make a dish from The Cheesecake Factory before DoorDash delivers it. Can they do it? Presented by Tasty, The Cheesecake Factory, ...",https://i.ytimg.com/vi/A-fuv_RMF5Q/default.jpg
2020-05-12T16:00:13Z,I Tested 10 Popular Banana Bread Hacks • Tasty,We're mindful of how the current coronavirus outbreak might be affecting your access to stores and general grocery items. Please know that many of these ...,https://i.ytimg.com/vi/T2gcdGjZbS0/default.jpg
2019-05-15T16:00:06Z,How To Make Alvin&#39;s Giant Chocolate Ball • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/f_xmzEEiLIk/default.jpg
2019-09-30T22:00:00Z,How To Make 5 Deliciously Marinated Rib Recipes • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/1ktFpRbQPu4/default.jpg
2020-12-13T18:00:03Z,My Mom Teaches Me How To Make Our Family&#39;s Potato Latke Recipe • Tasty,"Tasty Tasty The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/DUATO5sWbro/default.jpg
2020-02-14T20:00:07Z,5 Recipes Perfect For Your Valentine&#39;s Date • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/kiLoWNNy--M/default.jpg
2019-02-27T17:00:01Z,How To Make Alexis&#39;s Chicken Teriyaki Crispy Rice Noodle Bowl • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/AiShYLH5gXo/default.jpg
2019-04-23T16:00:01Z,7 Refreshingly Different Ways To Make Tea • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/A8xDU1Eqoho/default.jpg
2017-04-28T01:00:11Z,Peanut Allergy-Friendly Sunflower Seed Butter,"Here is what you'll need! Peanut Allergy-Friendly Sunflower Seed Butter Servings: 16 ounces INGREDIENTS 4 cups unroasted, unsalted sunflower seeds 2 ...",https://i.ytimg.com/vi/o5vQqz5fw2A/default.jpg
2019-04-19T19:00:05Z,Fried Chicken With Chocolate Sauce As Made By Marcus Samuelsson • Proper Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/XdgO_MMCr7g/default.jpg
2019-03-15T22:00:04Z,Mint Chocolate Cookie Dome • Tasty,Celebrate St. Patrick's Day with this mint chocolate cookie dome! Get the recipe: https://tasty.co/recipe/mint-chocolate-cookie-dome-cake Subscribe to Tasty: ...,https://i.ytimg.com/vi/yDLp5CyTgfU/default.jpg
2020-08-20T17:00:00Z,Rie&#39;s 5 Years of Viral Tasty Videos • Tasty,Rie celebrates Tasty's 5th Birthday by sharing some behind the scenes stories and taking us through her time at Tasty! Follow Rie on Instagram: ...,https://i.ytimg.com/vi/-3opROvSejs/default.jpg
2021-01-04T18:00:24Z,20-Minute Meals Challenge: Steakhouse Dinner • Tasty,"Tasty Tasty The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/w0Xzc_zrkTI/default.jpg
2017-07-25T19:00:48Z,Cajun Blackened Salmon,Here is what you'll need! Cajun Blackened Salmon with Avocado and Mango Salsa Servings: 4 INGREDIENTS Cajun Spice Rub 2 tablespoons paprika 1 ...,https://i.ytimg.com/vi/o0_Z1wQJrBQ/default.jpg
2018-06-11T19:00:54Z,Better Boxed Mac N Cheese,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/24969 MUSIC Hell On Wheels Licensed via Warner ...,https://i.ytimg.com/vi/pvTlZTjH1QU/default.jpg
2018-06-11T19:00:54Z,Better Boxed Mac N Cheese,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/24969 MUSIC Hell On Wheels Licensed via Warner ...,https://i.ytimg.com/vi/pvTlZTjH1QU/default.jpg
2018-03-31T16:00:11Z,We Recreated The Original Nestlé Wonder Ball,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/50088 MUSIC Im-Wide-Awake-7-(Bumper) Licensed ...,https://i.ytimg.com/vi/k8GZqNkOX38/default.jpg
2018-11-29T17:00:06Z,Cheesy Recipes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71945 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/WhE_zD0Uwhk/default.jpg
2018-12-23T16:00:01Z,This Chef Helps People Surprise Their Loved Ones With Cookies • Tasty,Get into the holiday season and watch Rie help Crystal and Rachel bake cookies for their loved ones. Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The ...,https://i.ytimg.com/vi/emChpSeje3k/default.jpg
2019-06-13T01:00:06Z,Loaded Summer Cauliflower Salad • Tasty,This incredible cauliflower dish will upstage any old pasta salad. Make this for your next summer get-together. Get the recipe here: ...,https://i.ytimg.com/vi/YmcZ_ANmioU/default.jpg
2019-03-28T16:00:04Z,Hash Brown Benedict • Tasty,Benedict just gets better when we serve it on a crispy hash brown! Get the recipe: https://tasty.co/recipe/hash-brown-benedict Subscribe to Tasty: ...,https://i.ytimg.com/vi/DdZbgSC1Im4/default.jpg
2019-06-16T19:00:00Z,5-Ingredient Fruit And Herb Popsicles • Tasty,Blend up all of your extra herbs and turn them into deliciously refreshing popsicles! Which one will you make first? Get the recipes here: ...,https://i.ytimg.com/vi/A8tXYqm-JRY/default.jpg
2018-11-19T02:00:00Z,5 Delicious Soufflé Recipes,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71169 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/9YNbXb2lZZQ/default.jpg
2019-11-03T20:00:03Z,Gnocchi Mac and Cheese • Tasty,Try this gnocchi mac and cheese for a fun twist on a staple comfort dish 🧀 Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/y3JTUVNiFqY/default.jpg
2019-11-28T20:00:08Z,Butternut Squash Pancakes • Tasty,Bring the taste of Fall to the breakfast this holiday season with these decadent butternut squash pancakes. Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/VJ8igR4YrEQ/default.jpg
2019-11-28T20:00:08Z,Butternut Squash Pancakes • Tasty,Bring the taste of Fall to the breakfast this holiday season with these decadent butternut squash pancakes. Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/VJ8igR4YrEQ/default.jpg
2018-12-20T20:00:00Z,A Holiday Macaron Tower To Impress Your Entire Family,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/74284 MUSIC Licensed via Audio Network.,https://i.ytimg.com/vi/6gbePZ6u1T4/default.jpg
2019-06-30T01:00:03Z,How To Make Bun Bo Xa Ot A Traditional Vietnamese Dish • Tasty,Learn how to make traditional Vietnamese Bun Bo Xa Ot with Diep for pride month! Get the recipe here: ...,https://i.ytimg.com/vi/v5jEmQLcYCo/default.jpg
2019-12-13T02:00:02Z,Five Make-Ahead Holiday Party Snacks • Tasty,Spend the party with your guests rather than in the kitchen with these five make-ahead party snacks! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube ...,https://i.ytimg.com/vi/ekZx6egu3UA/default.jpg
2019-04-28T19:00:07Z,Quick And Delicious High Protein Meals • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/oHt_Dc3lYtM/default.jpg
2019-02-07T20:00:05Z,Celebrate The Lunar New Year With These Recipes • Tasty,Continue the Lunar New Year festivities with must-try dumpling and fish recipes! How are you celebrating the Year of the Pig with your loved ones? Subscribe to ...,https://i.ytimg.com/vi/P_RmFQQ5b4I/default.jpg
2019-06-07T19:00:01Z,10 Ice Cream Recipes To Keep You Cool All Summer • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/DLOSxj7NpZ4/default.jpg
2019-03-27T19:00:03Z,How To Make 4 Flavor Cheesecake with Kiano • Tasty,Kiano shows us how she created her incredible four flavor cheesecake! Get the recipe: https://tasty.co/recipe/4-flavor-cheesecake Subscribe to Tasty: ...,https://i.ytimg.com/vi/cVmnQHhlMqM/default.jpg
2019-01-15T23:00:04Z,7 Healthy Recipes For Guilt-Free Snacking • Tasty,"About Tasty: The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we ...",https://i.ytimg.com/vi/TkYwqeOApzU/default.jpg
2019-08-19T16:00:05Z,How To Make Garlic Shrimp And Hawaiian Macaroni Salad • Tasty,Learn how to make this garlic shrimp and Hawaiian mac salad recipe! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all ...,https://i.ytimg.com/vi/5t_V5f5HP6c/default.jpg
2019-01-21T20:00:02Z,How to Make Macaron Recipes To Become A Macaron Master • Tasty,"Learn how to make these scrumptious macaron recipes! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, ...",https://i.ytimg.com/vi/JAw_-LKfv2E/default.jpg
2020-01-16T23:00:11Z,Fancy Ways To Eat Avocados • Tasty,The avocado is super versatile and incredibly tasty! Elevate your game with a couple of fancy ways to eat one of your favorites. Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/bcGUIg8DR1I/default.jpg
2020-05-10T15:00:31Z,I Tried To Make The Disney Churro • Tasty,Katie tests out Disney's churro recipe at home! Will it taste just as delicious? Churro Picture taken by https://www.instagram.com/casstakesdisney We're mindful ...,https://i.ytimg.com/vi/bUQUn7E4V7E/default.jpg
